  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      7.1603E-01      1.3556E+00      1.2012E+00      1.6496E+00      4.5800E-01      6.8481E+01      1.2237E+02      1.0000E+00
      1.0433E+00      1.1550E+00      1.0328E+00      1.3077E+00      8.7755E-01      7.6700E+01      1.0016E+02      1.0000E+00
      1.0021E+00      1.0439E+00      1.0033E+00      1.0646E+00      9.6415E-01      8.6192E+01      9.3046E+01      1.0000E+00
      9.9503E-01      1.0145E+00      1.0027E+00      1.0307E+00      9.8195E-01      8.6523E+01      9.3977E+01      1.0000E+00
      9.8815E-01      1.0224E+00      1.0103E+00      1.0324E+00      9.6175E-01      8.1823E+01      9.6786E+01      1.0000E+00
      6.7779E-01      1.3299E+00      1.4154E+00      1.5807E+00      3.2641E-01      7.3145E+01      1.3500E+02      1.0000E+00
      6.7779E-01      1.3299E+00      1.4154E+00      1.5807E+00      3.2641E-01      7.3145E+01      1.3500E+02      1.0000E+00
      9.8815E-01      1.0224E+00      1.0103E+00      1.0324E+00      9.6175E-01      8.1823E+01      9.6786E+01      1.0000E+00
      9.9503E-01      1.0145E+00      1.0027E+00      1.0307E+00      9.8195E-01      8.6523E+01      9.3977E+01      1.0000E+00
      1.0021E+00      1.0439E+00      1.0033E+00      1.0646E+00      9.6415E-01      8.6192E+01      9.3046E+01      1.0000E+00
      1.0433E+00      1.1550E+00      1.0328E+00      1.3077E+00      8.7755E-01      7.6700E+01      1.0016E+02      1.0000E+00
      6.3751E-01      1.3098E+00      1.2663E+00      1.6011E+00      3.7834E-01      6.9921E+01      1.2685E+02      1.0000E+00
      9.8984E-01      1.0247E+00      1.0062E+00      1.0471E+00      9.5308E-01      8.3625E+01      9.4437E+01      1.0000E+00
      9.8787E-01      1.0236E+00      1.0020E+00      1.0462E+00      9.5723E-01      8.6439E+01      9.2563E+01      1.0000E+00
      1.0169E+00      1.0125E+00      1.0039E+00      1.0361E+00      9.9770E-01      8.5409E+01      9.4720E+01      1.0000E+00
      1.1127E+00      1.1089E+00      1.0285E+00      1.1456E+00      1.0298E+00      7.7700E+01      1.0133E+02      1.0000E+00
      1.0741E+00      1.1249E+00      1.0207E+00      1.1850E+00      9.8869E-01      8.3679E+01      9.7607E+01      1.0000E+00
